4400.0,ivoz-ramet,Liège,None,,,
8501.0,heule,West Flanders,None,,,
4000.0,liège,Liège,None,,,
1702.0,grand-bigard,Flemish Brabant,None,,,
6700.0,arlon,Luxembourg,None,,,
2170.0,merksem,Antwerp,None,,,
1120.0,neder-over-heembeek (bru.),Brussels,None,,,
9930.0,zomergem,East Flanders,None,,,
8501.0,heule,West Flanders,None,,,
2660.0,hoboken,Antwerp,None,,,
6700.0,arlon,Luxembourg,None,,,
1341.0,céroux-mousty,Walloon Brabant,None,,,
6700.0,arlon,Luxembourg,None,,,
2610.0,wilrijk,Antwerp,None,,,
2660.0,hoboken,Antwerp,None,,,
8554.0,sint-denijs,West Flanders,None,,,
1120.0,neder-over-heembeek,Brussels,None,,,
9051.0,sint-denijs-westrem,East Flanders,None,,,
2170.0,merksem,Antwerp,None,,,
6700.0,arlon,Luxembourg,None,,,
2660.0,hoboken,Antwerp,None,,,
4342.0,hognoul,Liège,None,,,
1420.0,braine-l'alleud,Walloon Brabant,None,,,
2660.0,hoboken,Antwerp,None,,,
9040.0,sint-amandsberg,East Flanders,None,,,
4623.0,magnée,Liège,None,,,
8200.0,sint-michiels,West Flanders,None,,,
9930.0,zomergem,East Flanders,None,,,
