1030.0,schaerbeek,Brussels,Postal Code,1030.0,21.726,50.862 4.385
1200.0,schaerbeek,Brussels,Postal Code,1200.0,30.384,50.8485 4.431
3900.0,pelt,Limburg,Postal Code,3900.0,28.388,51.22 5.4245
9150.0,kruibeke,East Flanders,Postal Code,9150.0,29.497,51.1578 4.2918
1150.0,woluwe-saint-pierre,Brussels,Postal Code,1150.0,34.69,50.8335 4.4505
1180.0,uccle,Brussels,Postal Code,1180.0,28.8,50.7899 4.3614
1348.0,louvain-la-neuve,Walloon Brabant,Locality,ottignies-louvain-la-neuve,28.11,50.6725 4.5625
9000.0,gent,East Flanders,Postal Code,9000.0,27.371,51.0743 3.7254
1180.0,uccle,Brussels,Postal Code,1180.0,28.8,50.7899 4.3614
2590.0,berlaar,Antwerp,Postal Code,2590.0,28.875,51.1072 4.6561
3221.0,nieuwrode,Flemish Brabant,Locality,niel,28.979,51.1055 4.3395
9840.0,de pinte,East Flanders,Postal Code,9840.0,33.543,50.9859 3.6693
2580.0,putte,Antwerp,Postal Code,2580.0,30.027,51.0506 4.6364
8300.0,knokke-heist,West Flanders,Postal Code,8300.0,28.421,51.3325 3.3077
1180.0,uccle,Brussels,Postal Code,1180.0,28.8,50.7899 4.3614
2018.0,antwerpen,Antwerp,Locality,antwerp,23.986,51.2609 4.3695
2640.0,mortsel,Antwerp,Postal Code,2640.0,29.051,51.1746 4.4612
2020.0,antwerpen,Antwerp,Locality,antwerp,23.986,51.2609 4.3695
2020.0,antwerpen,Antwerp,Locality,antwerp,23.986,51.2609 4.3695
2800.0,mechelen,Antwerp,Postal Code,2800.0,28.315,51.0288 4.4503
3080.0,tervuren,Flemish Brabant,Postal Code,3080.0,34.814,50.831 4.558
3020.0,herent,Flemish Brabant,Postal Code,3020.0,32.389,50.9125 4.6325
4050.0,chaudfontaine,Liège,Postal Code,4050.0,29.212,50.582 5.6345
2300.0,turnhout,Antwerp,Postal Code,2300.0,26.116,51.3285 4.937
1180.0,uccle,Brussels,Postal Code,1180.0,28.8,50.7899 4.3614
9080.0,lochristi,East Flanders,Postal Code,9080.0,31.275,51.1032 3.8571
3050.0,oud-heverlee,Flemish Brabant,Postal Code,3050.0,33.267,50.8215 4.7235
9255.0,buggenhout,East Flanders,Postal Code,9255.0,30.29,51.0119 4.1988
8300.0,knokke-heist,West Flanders,Postal Code,8300.0,28.421,51.3325 3.3077
8450.0,bredene,West Flanders,Postal Code,8450.0,28.387,51.239 2.9765
1140.0,evere,Brussels,Postal Code,1140.0,23.317,50.869 4.407
8620.0,nieuwpoort,West Flanders,Postal Code,8620.0,26.113,51.125 2.7648
1800.0,vilvorde,Flemish Brabant,Postal Code,1800.0,26.685,50.9302 4.4337
2930.0,brasschaat,Antwerp,Postal Code,2930.0,29.869,51.31 4.4995
8300.0,knokke-zoute,West Flanders,Postal Code,8300.0,28.421,51.3325 3.3077
3900.0,pelt,Limburg,Postal Code,3900.0,28.388,51.22 5.4245
2830.0,willebroek,Antwerp,Postal Code,2830.0,27.404,51.05 4.357
3910.0,pelt,Limburg,Locality,pelt,28.388,51.22 5.4245
2160.0,wommelgem,Antwerp,Postal Code,2160.0,29.038,51.205 4.522
1020.0,laeken (bru.),Brussels,Postal Code,1020.0,28.353,50.7283 4.8604
2800.0,mechelen,Antwerp,Postal Code,2800.0,28.315,51.0288 4.4503
3001.0,heverlee,Flemish Brabant,Locality,oud-heverlee,33.267,50.8215 4.7235
3540.0,herk-de-stad,Limburg,Postal Code,3540.0,29.594,50.9373 5.1779
3590.0,diepenbeek,Limburg,Postal Code,3590.0,29.637,50.9115 5.4175
9130.0,kieldrecht,East Flanders,Locality,brecht,30.339,51.329 4.594
2100.0,deurne,Antwerp,Locality,veurne,28.019,51.0466 2.6648
2140.0,borgerhout,Antwerp,Locality,boechout,30.579,51.1605 4.5105
2140.0,borgerhout,Antwerp,Locality,boechout,30.579,51.1605 4.5105
2440.0,geel,Antwerp,Postal Code,2440.0,29.203,51.166 4.972
2018.0,antwerpen,Antwerp,Locality,antwerp,23.986,51.2609 4.3695
2018.0,antwerpen,Antwerp,Locality,antwerp,23.986,51.2609 4.3695
2060.0,antwerpen,Antwerp,Locality,antwerp,23.986,51.2609 4.3695
1150.0,woluwe-saint-pierre,Brussels,Postal Code,1150.0,34.69,50.8335 4.4505
9200.0,dendermonde,East Flanders,Postal Code,9200.0,28.592,51.0285 4.1275
2850.0,boom,Antwerp,Postal Code,2850.0,25.936,51.0937 4.3731
2060.0,antwerpen,Antwerp,Locality,antwerp,23.986,51.2609 4.3695
2270.0,herenthout,Antwerp,Postal Code,2270.0,28.92,51.1391 4.7599
9050.0,ledeberg,East Flanders,Locality,lede,30.201,50.9675 3.9655
2100.0,deurne,Antwerp,Locality,veurne,28.019,51.0466 2.6648
2100.0,deurne,Antwerp,Locality,veurne,28.019,51.0466 2.6648
2140.0,borgerhout,Antwerp,Locality,boechout,30.579,51.1605 4.5105
8870.0,izegem,West Flanders,Postal Code,8870.0,28.412,50.9211 3.2055
2200.0,herentals,Antwerp,Postal Code,2200.0,28.823,51.1638 4.8276
2290.0,vorselaar,Antwerp,Postal Code,2290.0,29.37,51.2177 4.773
2250.0,olen,Antwerp,Postal Code,2250.0,29.761,51.1636 4.8854
9100.0,sint-niklaas,East Flanders,Postal Code,9100.0,26.293,51.1648 4.1087
2200.0,noorderwijk,Antwerp,Postal Code,2200.0,28.823,51.1638 4.8276
2640.0,mortsel,Antwerp,Postal Code,2640.0,29.051,51.1746 4.4612
2140.0,borgerhout,Antwerp,Locality,boechout,30.579,51.1605 4.5105
2320.0,hoogstraten,Antwerp,Postal Code,2320.0,29.005,51.4405 4.7315
2200.0,herentals,Antwerp,Postal Code,2200.0,28.823,51.1638 4.8276
2100.0,deurne,Antwerp,Locality,veurne,28.019,51.0466 2.6648
2340.0,beerse,Antwerp,Postal Code,2340.0,30.019,51.3145 4.8231
1150.0,woluwe-saint-pierre,Brussels,Postal Code,1150.0,34.69,50.8335 4.4505
2550.0,kontich,Antwerp,Postal Code,2550.0,31.087,51.1237 4.4445
9800.0,deinze,East Flanders,Postal Code,9800.0,30.105,51.018 3.5316
9220.0,hamme,East Flanders,Locality,hamme,28.11,51.0782 4.1397
1140.0,evere,Brussels,Postal Code,1140.0,23.317,50.869 4.407
9000.0,gent,East Flanders,Postal Code,9000.0,27.371,51.0743 3.7254
8730.0,beernem,West Flanders,Postal Code,8730.0,29.923,51.15 3.342
2100.0,deurne (2100),Antwerp,Locality,veurne,28.019,51.0466 2.6648
9600.0,ronse,East Flanders,Postal Code,9600.0,24.855,50.7496 3.6077
2640.0,mortsel,Antwerp,Postal Code,2640.0,29.051,51.1746 4.4612
1630.0,linkebeek,Flemish Brabant,Postal Code,1630.0,30.802,50.7679 4.3454
3000.0,leuven,Flemish Brabant,Postal Code,3000.0,29.834,50.8821 4.7058
9500.0,geraardsbergen,East Flanders,Postal Code,9500.0,28.112,50.7796 3.904
1090.0,jette,Brussels,Postal Code,1090.0,23.189,50.8816 4.3214
8301.0,heist-aan-zee,West Flanders,Locality,zele,27.557,51.0673 4.0359
1150.0,sint-pieters-woluwe,Brussels,Postal Code,1150.0,34.69,50.8335 4.4505
1140.0,evere,Brussels,Postal Code,1140.0,23.317,50.869 4.407
6660.0,houffalize,Luxembourg,Postal Code,6660.0,28.172,50.149 5.739
9680.0,maarkedal,East Flanders,Locality,maarkedal,30.747,50.7952 3.641
1082.0,sint-agatha-berchem,Brussels,Postal Code,1082.0,23.728,50.8645 4.2941
1180.0,uccle,Brussels,Postal Code,1180.0,28.8,50.7899 4.3614
