MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,MAPE_train,MAPE_test,sMAPE_train,sMAPE_test
48953.227860664316,58136.54193786545,67641.74778097354,83077.16738288451,0.8534798700397467,0.7737896618863144,14.403320860671728,16.672004376552398,13.706536594093544,15.730658112792428
