iter	RMSE
230	86930.74389
231	86846.16656
232	86842.54412
233	86725.66925
234	86721.77037
235	86659.19144
236	86654.74419
237	86567.41079
238	86532.92065
239	86488.25239
240	86429.84227
241	86347.34705
242	86344.98548
243	86288.97144
244	86286.43987
245	86281.03294
246	86212.28644
247	86209.46394
248	86148.16426
249	86078.44324
250	86075.1967
251	86072.7227
252	86068.95187
253	86066.6167
254	86003.29966
255	85967.94236
256	85910.76007
257	85824.18708
258	85781.3468
259	85769.74721
260	85722.32723
261	85651.70557
262	85547.33879
263	85541.67462
264	85539.8223
265	85537.22924
266	85462.56025
267	85384.87082
268	85303.08689
269	85197.48633
270	85184.72385
271	85130.84995
272	85080.75898
273	85017.13824
274	84985.75149
275	84920.03262
276	84893.74825
277	84851.1543
278	84800.31708
279	84742.39595
280	84674.56718
281	84610.2935
282	84587.40255
283	84586.83526
284	84574.6204
285	84532.22827
286	84530.36397
287	84490.16703
288	84488.16072
289	84408.26743
290	84370.48549
291	84343.50733
292	84268.73767
293	84234.60193
294	84227.43526
295	84172.33302
296	84157.2769
297	84076.20215
298	84024.3872
299	83999.06687
300	83918.21717
301	83905.76246
302	83898.45653
303	83897.52709
304	83842.13758
305	83814.69029
306	83807.69888
307	83804.40602
308	83771.64853
309	83769.30567
310	83733.0185
311	83706.33119
312	83644.87812
313	83618.96766
314	83578.84526
315	83537.03795
316	83485.19708
317	83484.20833
318	83447.28854
319	83425.11012
320	83361.90829
321	83360.05956
322	83312.7147
323	83311.57788
324	83291.06312
325	83259.94321
326	83258.47349
327	83219.18227
328	83169.21733
329	83135.52763
330	83132.80879
331	83099.63361
332	83088.36237
333	83060.15553
334	83039.44216
335	83037.89829
336	82980.43268
337	82927.39444
338	82906.07528
339	82834.3515
340	82763.06877
341	82747.61239
342	82746.73538
343	82713.34798
344	82680.66735
345	82655.27559
346	82654.13996
347	82652.23843
348	82587.78357
349	82530.28981
350	82496.70416
351	82441.87198
352	82394.7003
353	82328.37764
354	82300.72527
355	82258.02501
356	82205.33533
357	82204.41998
358	82145.2956
359	82120.67925
360	82086.17892
361	82056.87607
362	82052.92494
363	82014.55926
364	81974.03133
365	81934.77944
366	81929.53604
367	81920.3306
368	81918.89657
369	81901.4261
370	81857.82696
371	81827.63899
372	81826.93696
373	81825.33507
374	81770.41424
375	81743.30062
376	81722.10738
377	81697.19201
378	81696.1044
379	81694.97866
380	81645.0567
381	81601.59698
382	81592.78258
383	81552.13449
384	81549.50728
385	81494.75031
386	81493.53881
387	81458.14312
388	81431.7228
389	81429.56011
390	81381.0209
391	81347.43555
392	81309.75359
393	81308.68094
394	81276.36291
395	81235.41871
396	81220.84408
397	81220.00646
398	81196.65086
399	81176.16205
400	81142.75875
401	81140.76346
402	81138.98262
403	81106.51839
404	81091.05043
405	81061.48422
406	81032.76439
407	80980.6772
408	80943.7209
409	80920.20639
410	80911.62249
411	80911.3519
412	80858.188
413	80837.61836
414	80820.68513
415	80815.74568
416	80783.13765
417	80728.23882
418	80694.8133
419	80673.63101
420	80628.92264
421	80574.64536
422	80573.92835
423	80555.5212
424	80554.15573
425	80536.79018
426	80521.06078
427	80476.8855
428	80439.88845
429	80409.92532
430	80373.37871
431	80342.91009
432	80338.93835
433	80334.17249
434	80331.96251
435	80328.78058
436	80300.86281
437	80289.89687
438	80231.57625
439	80208.12192
440	80185.2133
441	80152.56777
442	80094.30078
443	80092.16995
444	80057.36978
445	80053.7768
446	80035.03248
447	80006.00733
448	79981.65101
449	79922.30812
450	79896.42276
451	79860.26766
452	79826.95469
453	79810.20052
454	79781.51094
455	79740.42342
456	79713.61642
457	79693.94725
458	79677.71633
459	79658.91437
460	79636.65107
461	79623.01817
462	79594.93602
463	79577.64044
464	79556.33494
465	79537.10742
466	79517.85029
467	79491.92859
468	79461.90571
469	79450.48745
470	79448.77547
471	79409.57653
472	79396.37775
473	79359.69892
474	79318.05027
475	79316.53733
476	79290.43731
477	79290.08374
478	79272.27468
479	79242.40957
480	79212.25331
481	79185.02887
482	79173.42149
483	79134.86957
484	79134.00791
485	79128.86228
486	79111.09367
487	79093.21647
488	79082.23126
489	79051.9174
490	79030.46009
491	78996.56489
492	78992.23624
493	78956.08502
494	78927.92523
495	78917.31609
496	78906.57787
497	78868.90932
498	78840.08634
499	78832.76158
500	78828.81083
501	78825.23245
502	78822.05281
503	78819.35076
504	78787.90776
505	78781.80144
506	78732.90295
507	78700.74596
508	78665.92794
509	78635.96401
510	78587.76417
511	78568.01213
512	78538.17264
513	78499.29012
514	78488.40161
515	78466.56889
516	78456.10737
517	78454.62323
518	78454.21422
519	78401.33422
520	78385.517
521	78377.87627
522	78374.81601
523	78346.04048
524	78297.01778
525	78288.8583
526	78266.93459
527	78250.33499
528	78240.97082
529	78231.03503
530	78215.54961
531	78205.52212
532	78201.21294
533	78199.82875
534	78187.20764
535	78182.32259
536	78174.13135
537	78173.90785
538	78172.67666
539	78150.67232
540	78117.07911
541	78086.16309
542	78076.02768
543	78069.19282
544	78060.23989
545	78056.04658
546	78033.87744
547	78013.18668
548	78011.93868
549	78000.71814
550	77957.72584
551	77921.95388
552	77884.40668
553	77861.26414
554	77825.93382
555	77794.66336
556	77760.31036
557	77737.87994
558	77721.58252
559	77694.58285
560	77656.95989
561	77641.5483
562	77639.57943
563	77609.57355
564	77598.61904
565	77596.34283
566	77568.63347
567	77548.71286
568	77531.78314
569	77517.83541
570	77504.16255
571	77483.12806
572	77471.76653
573	77458.10017
574	77435.97539
575	77413.391
576	77383.33627
577	77375.65232
578	77351.61763
579	77339.70678
580	77339.49593
581	77320.80418
582	77307.4817
583	77298.53614
584	77280.60645
585	77259.48277
586	77221.46416
587	77220.19167
588	77195.27817
589	77161.3758
590	77147.38047
591	77129.40482
592	77097.25584
593	77096.20847
594	77087.48326
595	77049.90665
596	77032.84354
597	77006.85278
598	76972.45213
599	76972.10751
600	76965.06915
601	76916.71526
602	76892.90026
603	76889.68679
604	76888.20414
605	76870.66022
606	76838.84868
607	76820.49026
608	76820.2982
609	76808.90789
610	76788.81956
611	76788.48303
612	76761.86944
613	76727.6449
614	76705.01536
615	76677.04912
616	76644.19206
617	76634.77652
618	76622.84164
619	76575.77365
620	76552.46198
621	76529.41797
622	76501.96892
623	76479.0702
624	76452.32804
625	76429.03217
626	76419.99722
627	76399.69733
628	76379.67331
629	76369.59284
630	76359.74739
631	76353.82707
632	76344.77474
633	76321.67628
634	76295.92247
635	76277.99961
636	76262.76333
637	76236.20126
638	76216.78257
639	76192.5509
640	76169.21315
641	76150.04631
642	76149.53356
643	76134.24604
644	76133.8622
645	76133.35179
646	76120.23072
647	76108.99461
648	76085.82189
649	76064.38959
650	76042.08273
651	76037.85186
652	76022.59588
653	76002.29415
654	76001.69145
655	75966.63315
656	75965.66435
657	75955.87151
658	75928.58224
659	75915.92877
660	75898.89923
661	75882.16518
662	75872.93642
663	75868.99431
664	75859.0111
665	75851.84438
666	75846.72815
667	75817.8922
668	75812.17774
669	75776.14578
670	75775.19643
671	75768.41654
672	75755.58059
673	75755.50953
674	75739.60438
675	75706.84614
676	75676.2147
677	75647.26513
678	75643.31682
679	75610.68749
680	75592.73673
681	75584.75975
682	75567.43766
683	75552.13168
684	75523.48748
685	75510.03001
686	75497.30518
687	75474.34553
688	75446.24652
689	75445.14228
690	75431.10834
691	75423.04412
692	75399.90817
693	75381.59103
694	75363.00852
695	75349.41328
696	75339.55317
697	75326.29697
698	75312.13112
699	75284.22759
700	75265.42812
701	75265.3781
702	75250.12142
703	75243.93697
704	75195.05564
705	75153.39625
706	75152.68928
707	75134.69842
708	75134.2786
709	75107.98015
710	75101.65572
711	75086.7357
712	75070.83316
713	75047.51704
714	75047.46205
715	75034.54917
716	75032.92604
717	75014.02241
718	74996.43341
719	74991.55008
720	74980.15599
721	74964.51595
722	74950.8982
723	74933.34038
724	74926.24859
725	74917.06989
726	74899.05851
727	74897.41093
728	74863.19683
729	74835.78541
730	74833.10302
731	74815.90527
732	74801.92665
733	74770.75945
734	74759.70968
735	74759.40243
736	74754.69845
737	74743.65163
738	74729.33798
739	74714.96714
740	74694.15385
741	74677.31601
742	74677.30059
743	74660.22714
744	74636.12385
745	74627.1382
746	74616.35563
747	74584.5146
748	74566.34085
749	74553.05717
750	74532.98957
751	74504.68198
752	74493.9237
753	74480.00278
754	74462.72714
755	74450.23854
756	74419.82733
757	74398.18649
758	74388.15891
759	74370.09309
760	74334.02924
761	74309.21219
762	74309.17043
763	74298.1915
764	74284.88599
765	74273.47451
766	74261.00403
767	74252.20157
768	74228.83883
769	74212.22491
770	74202.94693
771	74183.69613
772	74173.97626
773	74161.62041
774	74149.99113
775	74132.33528
776	74106.05
777	74089.3998
778	74069.90611
779	74058.61765
780	74037.25924
781	74029.77667
782	74000.31013
783	73979.27469
784	73972.26873
785	73962.40959
786	73953.22679
787	73933.33595
788	73931.48779
789	73922.7581
790	73908.63207
791	73890.22703
792	73868.6526
793	73861.0757
794	73842.37544
795	73827.1644
796	73821.92312
797	73807.89894
798	73793.23421
799	73778.78795
800	73738.32496
801	73731.9519
802	73729.55557
803	73714.94498
804	73686.11083
805	73680.77528
806	73680.1673
807	73663.56749
808	73652.767
809	73642.17155
810	73622.18259
811	73615.22189
812	73608.19798
813	73600.7933
814	73591.57813
815	73553.0696
816	73540.22452
817	73536.92748
818	73511.20432
819	73504.46402
820	73496.12225
821	73482.85527
822	73468.37386
823	73451.19257
824	73440.86897
825	73427.01279
826	73415.70501
827	73395.306
828	73387.81732
829	73387.78276
830	73382.66848
831	73363.11215
832	73356.02897
833	73346.33011
834	73335.20538
835	73323.39629
836	73296.85718
837	73281.62801
838	73272.15833
839	73255.54875
840	73254.58416
841	73252.47265
842	73231.73569
843	73219.94227
844	73200.58535
845	73192.48752
846	73182.5421
847	73168.61787
848	73159.68581
849	73148.72491
850	73141.61992
851	73141.21156
852	73123.40354
853	73121.70081
854	73112.67167
855	73100.40383
856	73088.19155
857	73064.97035
858	73064.56314
859	73061.02443
860	73037.92622
861	73036.33748
862	73019.31244
863	73009.15928
864	72997.30875
865	72979.80444
866	72965.87972
867	72953.67558
868	72935.52191
869	72927.25397
870	72906.20613
871	72889.41726
872	72873.25419
873	72862.00453
874	72835.04146
875	72823.96201
876	72823.24929
877	72812.73246
878	72803.98376
879	72786.88722
880	72774.50576
881	72745.77399
882	72735.46717
883	72725.85242
884	72725.80792
885	72721.72685
886	72716.89106
887	72697.06675
888	72691.94138
889	72669.19254
890	72644.69917
891	72623.10461
892	72616.88116
893	72597.16552
894	72579.6317
895	72575.43858
896	72573.40994
897	72560.05456
898	72545.79328
899	72523.67429
900	72495.27862
901	72468.63399
902	72463.62903
903	72454.47471
904	72445.90458
905	72442.78114
906	72417.94926
907	72408.42274
908	72377.97662
909	72360.30395
910	72349.65513
911	72341.8234
912	72318.55874
913	72310.99701
914	72298.22709
915	72280.67944
916	72263.06517
917	72262.18005
918	72230.56465
919	72208.26107
920	72201.72915
921	72197.73892
922	72193.97044
923	72169.62034
924	72150.77236
925	72140.26301
926	72123.02861
927	72110.73361
928	72092.06083
929	72079.2309
930	72052.05168
931	72032.57252
932	72009.20839
933	72002.76124
934	71998.06083
935	71983.43353
936	71977.10377
937	71960.67611
938	71943.65667
939	71940.37271
940	71928.26576
941	71919.79716
942	71913.67552
943	71881.34033
944	71871.81159
945	71868.37993
946	71855.02193
947	71838.13831
948	71828.80186
949	71806.60585
950	71799.22972
951	71781.94471
952	71777.43249
953	71773.99015
954	71763.47132
955	71746.04849
956	71726.40874
957	71699.23561
958	71680.84887
959	71663.6109
960	71656.96416
961	71649.76479
962	71644.05198
963	71629.00886
964	71624.68828
965	71599.65886
966	71578.12067
967	71572.75
968	71569.14171
969	71563.01495
970	71547.136
971	71536.8734
972	71523.06687
973	71512.86763
974	71494.5272
975	71494.25364
976	71482.69846
977	71471.38817
978	71458.31683
979	71452.67593
980	71448.41266
981	71425.05347
982	71414.19189
983	71411.41056
984	71407.09213
985	71390.34594
986	71382.00487
987	71375.49685
988	71370.44633
989	71368.12559
990	71351.53591
991	71340.16328
992	71331.99752
993	71317.01321
994	71297.87983
995	71280.33985
996	71268.71247
997	71250.02584
998	71221.45149
999	71212.1246
1000	71204.81896
1001	71185.62568
1002	71179.62478
1003	71166.24821
1004	71156.47229
1005	71153.12735
1006	71128.70817
1007	71111.90547
1008	71099.55971
1009	71093.25119
1010	71084.91961
1011	71067.63799
1012	71042.15241
1013	71035.5997
1014	71029.86256
1015	71018.80348
1016	71005.18934
1017	70978.90549
1018	70970.06607
1019	70957.24647
1020	70930.69873
1021	70925.86144
1022	70922.50754
1023	70911.7571
1024	70907.41413
1025	70899.85737
1026	70894.39511
1027	70893.89614
1028	70882.52397
1029	70874.72489
1030	70862.33635
1031	70858.49845
1032	70846.32934
1033	70817.06746
1034	70807.25117
1035	70801.45508
1036	70792.07182
1037	70777.40108
1038	70775.30855
1039	70770.23319
1040	70763.61605
1041	70759.16995
1042	70749.86051
1043	70743.0682
1044	70738.98628
1045	70722.63875
1046	70715.5897
1047	70694.33733
1048	70693.67558
1049	70670.42556
1050	70665.32823
1051	70661.76115
1052	70653.41396
1053	70647.93589
1054	70639.04006
1055	70637.0907
1056	70622.89911
1057	70611.09673
1058	70607.40357
1059	70599.39352
1060	70587.84494
1061	70581.83014
1062	70571.85276
1063	70554.55953
1064	70546.55842
1065	70538.85155
1066	70533.08456
1067	70518.03859
1068	70512.08419
1069	70502.70353
1070	70491.53464
1071	70471.13154
1072	70452.14221
1073	70446.29598
1074	70443.17275
1075	70435.67056
1076	70427.51293
1077	70408.42049
1078	70396.09103
1079	70387.49143
1080	70373.74489
1081	70367.46869
1082	70352.37367
1083	70350.12941
1084	70343.31344
1085	70330.53347
1086	70329.06943
1087	70317.38713
1088	70308.46834
1089	70285.69389
1090	70279.90042
1091	70255.5337
1092	70240.58078
1093	70231.60985
1094	70224.91932
1095	70224.25824
1096	70203.31847
1097	70198.23551
1098	70186.03468
1099	70162.59861
1100	70132.66467
1101	70125.65462
1102	70114.00043
1103	70107.38735
1104	70098.31712
1105	70092.6902
1106	70069.59392
1107	70059.50272
1108	70054.76003
1109	70037.4576
1110	70019.90996
1111	70012.12135
1112	70003.6305
1113	69987.34148
1114	69976.14472
1115	69974.61343
1116	69961.5214
1117	69940.18451
1118	69938.37921
1119	69929.55119
1120	69914.60495
1121	69909.99897
1122	69899.30444
1123	69893.86497
1124	69888.47047
1125	69865.68651
1126	69854.50029
1127	69833.64063
1128	69820.82289
1129	69817.33624
1130	69798.66882
1131	69796.24733
1132	69788.15716
1133	69773.36602
1134	69756.87902
1135	69740.88825
1136	69727.55024
1137	69719.34082
1138	69711.94333
1139	69701.37886
1140	69691.18516
1141	69688.74487
1142	69686.31432
1143	69676.01334
1144	69669.51434
1145	69650.76966
1146	69645.75101
1147	69642.40152
1148	69622.37237
1149	69609.85149
1150	69594.03789
1151	69588.48817
1152	69576.59285
1153	69567.86631
1154	69555.20532
1155	69532.302
1156	69518.68167
1157	69506.8741
1158	69492.56936
1159	69487.33469
1160	69483.72024
1161	69471.55128
1162	69457.93294
1163	69448.0376
1164	69435.51385
1165	69430.93215
1166	69423.3833
1167	69407.97585
1168	69394.74958
1169	69379.51056
1170	69363.25565
1171	69355.7095
1172	69341.94374
1173	69336.02355
1174	69332.0496
1175	69316.49467
1176	69312.28146
1177	69306.16928
1178	69298.11609
1179	69295.33381
1180	69288.29666
1181	69269.11871
1182	69265.94317
1183	69261.6354
1184	69258.98157
1185	69236.55502
1186	69219.75909
1187	69212.2668
1188	69199.3535
1189	69186.44738
1190	69176.11077
1191	69167.69321
1192	69164.13166
1193	69153.35935
1194	69146.03403
1195	69134.16757
1196	69131.02936
1197	69128.97968
1198	69126.27417
1199	69124.59867
1200	69122.90089
1201	69109.55246
1202	69109.03899
1203	69099.23442
1204	69095.43422
1205	69075.00464
1206	69069.25428
1207	69051.65012
1208	69045.72005
1209	69033.78465
1210	69027.18803
1211	69008.882
1212	68992.98189
1213	68984.52266
1214	68974.2729
1215	68968.55194
1216	68967.36714
1217	68949.6447
1218	68930.74333
1219	68918.12511
1220	68903.00839
1221	68890.8712
1222	68882.70344
1223	68875.5283
1224	68862.69691
1225	68847.67683
1226	68828.37409
1227	68812.59753
1228	68803.2796
1229	68794.8762
1230	68775.7961
1231	68773.53971
1232	68758.70126
1233	68750.92002
1234	68745.16422
1235	68738.79569
1236	68727.03811
1237	68714.32081
1238	68700.40885
1239	68677.58564
1240	68664.88732
1241	68653.71682
1242	68653.34423
1243	68635.81993
1244	68627.19595
1245	68615.68471
1246	68602.68203
1247	68589.9503
1248	68581.38498
1249	68573.47784
1250	68564.67181
1251	68540.20941
1252	68539.07491
1253	68526.61163
1254	68511.47193
1255	68501.37822
1256	68496.64143
1257	68479.57245
1258	68474.33961
1259	68459.5834
1260	68455.11116
1261	68433.93077
1262	68428.31834
1263	68415.58385
1264	68399.11356
1265	68394.69485
1266	68390.00375
1267	68386.6433
1268	68373.69365
1269	68359.24049
1270	68348.39497
1271	68334.81765
1272	68319.02676
1273	68310.01854
1274	68298.80703
1275	68283.11838
1276	68273.65955
1277	68257.85356
1278	68255.39259
1279	68252.2194
1280	68249.39016
1281	68244.1363
1282	68238.42276
1283	68231.94443
1284	68228.17716
1285	68219.62823
1286	68209.04066
1287	68201.63584
1288	68173.46934
1289	68168.95537
1290	68164.71572
1291	68159.75372
1292	68138.47125
1293	68127.42403
1294	68115.37788
1295	68104.37034
1296	68091.62768
1297	68070.19762
1298	68067.82509
1299	68047.79437
1300	68038.86048
1301	68037.85984
1302	68026.7196
1303	68021.93044
1304	67999.73458
1305	67992.66054
1306	67987.81128
1307	67968.21209
1308	67954.81809
1309	67953.03253
1310	67943.70769
1311	67942.91291
1312	67917.68359
1313	67915.63652
1314	67913.15241
1315	67905.05101
1316	67898.93289
1317	67883.28785
1318	67875.98402
1319	67859.1708
1320	67854.5802
1321	67848.11525
