MAE_train,MAE_test,RMSE_train,RMSE_test,R2_train,R2_test,MAPE_train,MAPE_test,sMAPE_train,sMAPE_test
50574.059610448436,61932.9638518456,70079.20509461453,87430.20494550419,0.837895284615391,0.7576794220308469,15.017948830019892,17.57344664421714,14.20461531583361,16.582927608640674
